idx,label,text
617,alt.atheism,"


When the Quran uses the word *din* it means way of individual thinking, behaving,
communal order and protocols based on a set of beliefs. This is often
interpreted as the much weaker term religion. 

The atheists are not mentioned in the Quran along with Jews,
Mushriqin, Christians, etc. because the  latter are all din. To have a
din you need a set of beliefs, assumptions, etc, to forma a social
code. For example the Marxist have those, such as History, Conflict,
etc. That they do not put idols (sometimes they did) to represent
those assuptions  does not mean they are any different from the other
Mushriq, or roughly polytheists. 

There cannot be social Atheism, because when there is a community,
that community needs common ideas or standard beliefs to coordinate 
the society. When they inscribe assumptions, say Nation, or ""Progress is 
the natural consequence of Human activity"" or ""parlamentarian
democracy is doubtlessly the best way of government"", however 
they individually insist they do not have gods, from the Quranic point
of view they do. Therefore by definition, atheism does not exist. 
""We are a atheist society"" in fact means ""we reject the din other than
ours"". 

Atheism can only exist when people reject all the idols/gods/dogmas/
suppositions/.. of the society that they part, and in that case that
is a personal deviation of belief, and Quran tells about such
deviations and disbelief. But as I mentioned, from a Quranic point of
looking at things, there is no Atheism in the macro level. 

I think it took more than one minute."
618,talk.religion.misc,"Sunlight shining off of the ocean.

"
619,talk.religion.misc,"
Your last remark is a contradiction, but I'll let that pass.

I was addressing the notion of the Great Commission, which
you deleted in order to provide us with dull little homilies.
Thank you, Bing Crosby.  Now you go right on back to sleep
and mommy and daddy will tuck you in later.

Oh, and how convenient his bible must have been to Michael
Griffin, how convenient his Christianity.  ""Well, I'll just
skip the bit about not murdering people and loving the sinner
and hating the sin and all that other stuff for now and
concentrate on the part where it says that if someone is doing
something wrong, you should shoot him in the back several times
as he tries to hobble away on his crutches.""

I'll leave the ""convert or die"" program of the missionaries and
their military escorts in the Americas for Nadja to explain as
she knows much more about it than I.

Must be awfully convenient, by the way, to offer platitudes
as you have done, David, rather than addressing the arguments."
620,talk.religion.misc,"
I'm sorry, but He does not!  Ever read the FIRST commandment?
"
621,talk.religion.misc,"
John:

	It not ""good netiquette"" to quote a complete article :-) NOTHING
PERSONAL, Please! :-)

	This views sadden me too! Don't think that I don't care! Sorry
if it seemed different. It IS serious stuff; but I have a 'sick' sense of
humor though (some say... :-)

Tolerance!"
622,talk.religion.misc,"

Jesus also recognized other holy days, like the Passover.  Acts 15 says 
that no more should be layed on the Gentiles than that which is necessary.
The sabbath is not in the list, nor do any of the epistles instruct people
to keep the 7th day, while Christians were living among people who did not
keep the 7th day.  It looks like that would have been a problem.

Instead, we have Scriptures telling us that all days can be esteemed alike
(Romans 14:5) and that no man should judge us in regard to what kind of
food we eat, Jewish holy days we keep, or _in regard to the sabbath. (Col. 2.)


I don't think that the Sabbath, or any other command of the law is totally
irrelevant to modern Christians, but what about Collosions 2, where it says
that we are not to be judged in regard to the keeping of the sabbath?"
623,alt.atheism,"
Humans have ""gone somewhat beyond"" what, exactly?    In one thread
you're telling us that natural morality is what animals do to
survive, and in this thread you are claiming that an omniscient
being can ""definitely"" say what is right and what is wrong.   So
what does this omniscient being use for a criterion?   The long-
term survival of the human species, or what?

How does omniscient map into ""definitely"" being able to assign
""right"" and ""wrong"" to actions?


Well, your ""original premises"" have a habit of changing over time,
so perhaps you'd like to review it for us, and tell us what the
difference is between an omniscient being be able to assign ""right""
and ""wrong"" to actions, and telling us the result, is. 


I'm talking about the morality introduced by you, which was going to
be implemented by this omniscient being that can ""definitely"" assign
""right"" and ""wrong"" to actions.

You tell us what type of morality that is."
624,alt.atheism,"->In article <1993Apr9.151914.1885@daffy.cs.wisc.edu>, mccullou@snake2.cs.wisc.edu
->>
->>In article <monack.733980580@helium> monack@helium.gas.uug.arizona.edu (david
->>>Another issue is that by having to request to not be required to
->>>recite the ""so help me God"" part of the oath, a theistic jury may be
->>>prejudiced against your testimony even though atheism is probably not
->>>at all relevant to the case.
->>>
->>>What is the recommended procedure for requesting an alternate oath or
->>>affirmation?
->>>
->>>Dave

Sorry for using a follow-up to respond, but my server dropped about a weeks worth of news
when it couldn't keep up.

When the you are asked to swear ""So help you god"" and you have to say it, ask which one; Jesus,
Allah, Vishnu, Zues, Odin.  Get them to be specific.   Don't be obnoxious, just humbly ask, then 
quitely sit back and watch the fun.

---

-----------------------------------------------------------------------------
James L. Felder			|
Sverdrup Technology,Inc.	|     phone: 216-891-4019
NASA Lewis Research Center     	|    
Cleveland, Ohio  44135         	|     email: jfelder@lerc.nasa.gov 
""Some people drink from the fountain of knowledge, other people gargle"""
625,talk.religion.misc,"

Almost one third of the world's population claim to be Christian.  But
any similarity between their beliefs and lifestyle to the first century
model is purely coincidental.  At Luke 18:8 it states, ""...nevertheless,
when the son of man returns, will he really find the faith on the earth?""
"
626,talk.religion.misc,"Mr. Clinton said today that the horrible tragedy of the Waco fiasco
should remind those who join cults of the dangers of doing so.
Now, I began scratching my head thinking (a bad sign :-), ""don't the 
mainstream religions (in this case Christianity...or the 7th day 
adventist in particular) just keep these guys going ? Isn't Mr. Clinton 
condemning his own religion ? After all, isn't it a cult too ?"""
627,talk.religion.misc,"




No, I don't mean the LR, whatever that is.  As for which GD, I'm using _The
Complete Golden Dawn System of Magic_ as my source, so (unless Regardie is
lying) I'm pulling the name out the the original order's rituals.  The
multiple modern groups are part of why I through in the comment about all
the ""spin-offs"".


As a member of the Religious Society of Friends (my membership is in the
Urbana-Champaign (IL) Friends Meeting) I find that amusingly ironic. :)


Not me--I don't want to belong to *anything* which runs around claiming to
be the TRUE whatever.  I find that disgusting. :(

Enjoy the journey!
                      --Br'anArthur
                                      Queer, Peculiar, and Wyrd! :-)"
628,alt.atheism," 

No, I say religious law applies to those who are categorized as
belonging to the religion when event being judged applies. This
prevents situations in which someone is a member of a religion
who, when charged, claims that he/she was _not_ a member of the
religion so they are free to go on as if nothing had happened.

"
629,alt.atheism,"[why do babies get diseases, etc.]

 Here's the (main) problem. The scenario you outline is reasonably 
consistent, but all the evidence that I am familiar with not only does
not support it, but indicates something far different. The Earth, by
latest estimates, is about 4.6 billion years old, and has had life for
about 3.5 billion of those years. Humans have only been around for (at
most) about 200,000 years. But, the fossil evidence inidcates that life
has been changing and evolving, and, in fact, disease-ridden, long before
there were people. (Yes, there are fossils that show signs of disease...
mostly bone disorders, of course, but there are some.) Heck, not just
fossil evidence, but what we've been able to glean from genetic study shows
that disease has been around for a long, long time. If human sin was what
brought about disease (at least, indirectly, though necessarily) then
how could it exist before humans?

[deletions]

 Uh... I know of many evolutionary biologists, who know more about
biology than you claim to, who will strongly disagree with this. There
is no evidence that the human genetic code (or any other) 'started off'
in perfect condition. It seems to adapt to its envionment, in a
collective sense. I'm really curious as to what you mean by 'the
degeneration of the genetic code'.


 Umm. Nah, we seem to do a pretty good job of adapting to viruses and
bacteria, and they to us. Only a very small percentage of microlife is
harmful to humans... and that small percentage seems to be reasonalby
constant in size, but the ranks keep changing. For example, bubonic
plague used to be a really nasty disease, I'm sure you'll agree. But
it still pops up from time to time, even today... and doesn't do as
much damage. Part of that is because of better sanitation, but even
when people get the disease, the symptoms tend to be less severe than in
the past. This seems to be partly because people who were very susceptible
died off long ago, and because the really nasty variants 'overgrazed',
(forgive the poor terminology, I'm an engineer, not a doctor! :-> ) and
died off for lack of nearby hosts.
 I could be wrong on this, but from what I gather acne is only a few
hundred years old, and used to be nastier, though no killer. It seems to
be getting less nasty w/age...


 Now, wait a minute. I have a question. Humans were created perfect, right?
And, you admit that we have an inbuilt abiliy to fight off disease. It
seems unlikely that Satan, who's making the diseases, would also gift
humans with the means to fight them off. Simpler to make the diseases less
lethal, if he wants survivors. As far as I can see, our immune systems,
imperfect though they may (presently?) be, must have been built into us
by God. I want to be clear on this: are you saying that God was planning
ahead for the time when Satan would be in charge by building an immune
system that was not, at the time of design, necessary? That is, God made
our immune systems ahead of time, knowing that Adam and Eve would sin and
their descendents would need to fight off diseases?


 Here's another puzzle. What, exactly, do you mean by 'perfect' in the
phrase, 'created... perfect and without flaw'? To my mind, a 'perfect'
system would be incapable of degrading over time. A 'perfect' system
that will, without constant intervention, become imperfect is *not* a
perfect system. At least, IMHO.
 Or is it that God did something like writing a masterpiece novel on a
bunch of gum wrappers held together with Elmer's glue? That is, the
original genetic 'instructions' were perfect, but were 'written' in
inferior materials that had to be carefully tended or would fall apart?
If so, why could God not have used better materials?
 Was God *incapable* of creating a system that could maintain itself,
of did It just choose not to?

[deletions]

 My main point, as I said, was that there really isn't any evidence for
the explanation you give. (At least, that I'm aware of.) But, I couldn't
help making a few nitpicks here and there. :->

Sincerely,"
630,talk.religion.misc,"(Frank DeCenso)


How incredibly fucking stupid.  Of *course* the text is referring to the city
itself (buildings, bricks, mortar, etc.)  Otherwise it makes no sense to
refer to the future of Tyre as being reduced to nothing but a _place_ to spread 
fishing nets."
631,alt.atheism,"[deletions]

 People with advanced science degrees use state of the art equipment
and spend millions of dollars to simulate tornadoes. But tornadoes
do not require intelligence to exist.
 Not only that, the equipment needed is not really 'state of the art.'
To study the *products*, yes, but not to generate them.

 
 Oh, I will. :->

Sincerely,"
632,alt.atheism,"As I was created in the image of Gaea, therefore I must
be the pinnacle of creation, She which Creates, She which
Births, She which Continues.

Or, to cut all the religious crap, I'm a woman, thanks.
And it's sexism that started me on the road to atheism.

-- 
Maddi Hausmann                       madhaus@netcom.com
Centigram Communications Corp        San Jose California  408/428-3553"
633,alt.atheism,"






Yeah, do you expect people to read the FAQ, etc. and actually accept hard
atheism?  No, you need a little leap of faith, Jimmy.  Your logic runs out
of steam!







Jim,

Sorry I can't pity you, Jim.  And I'm sorry that you have these feelings of
denial about the faith you need to get by.  Oh well, just pretend that it will
all end happily ever after anyway.  Maybe if you start a new newsgroup,
alt.atheist.hard, you won't be bummin' so much?






Bye-Bye, Big Jim.  Don't forget your Flintstone's Chewables!  :) 
--
Bake Timmons, III"
634,alt.atheism,"
If the first rule of humor is never having to say you're sorry then the 
second rule must be never having to explain yourself.  Few things are 
worse that a joke explained.  In spite of this, and because of requests
for me to post my list o' nicknames, I must admit that no such list
exists.  It was simply a plot device, along with me being the keeper
o' the list, to make the obvious play on the last name of Fuller and to
advance the idea that such a list should be made.

I assumed that the ol' timers would recognize it for what it is.  
Nevertheless, how about a list o' nicknames for alt.atheism posters?
If you think of a good one, just post it and see if others like it.
We could start with those posters who annoy us the most, like Bobby or
Bill.

Jim ""D'oh! I broke the second rule of humor"" Copeland"
637,talk.religion.misc,"
Really?  I don't get it... Genesis first says that God created the
earth, then the animals, then humans; then it turns around and says
that humans were created before animals!  How can you escape this
contradiction?
"
638,alt.atheism," 
 
The argument goes as follows: Q-oid quotes appear in John, but not in
the almost codified way they were in Matthew or Luke. However, they are
considered to be similar enough to point to knowledge of Q as such, and
not an entirely different source.
 
 
 
We are talking date of texts here, not the age of the authors. The usual
explanation for the time order of Mark, Matthew and Luke does not consider
their respective ages. It says Matthew has read the text of Mark, and Luke
that of Matthew (and probably that of Mark).
 
As it is assumed that John knew the content of Luke's text. The evidence
for that is not overwhelming, admittedly.
 
 
 
When they are from about 200, why do they shed doubt on the order on
putting John after the rest of the three?
 
 
 
Sure, an original together with Id card of sender and receiver would be
fine. So what's that supposed to say? Am I missing something?
 
 
 
That John was a disciple is not generally accepted. The style and language
together with the theology are usually used as counterargument.
 
The argument that John was a disciple relies on the claim in the gospel
of John itself. Is there any other evidence for it?
 
One step and one generation removed is bad even in our times. Compare that
to reports of similar events in our century in almost illiterate societies.
Not even to speak off that believers are not necessarily the best sources.
 
 
In other words, one does not know what the original of Mark did look like
and arguments based on Mark are pretty weak."
639,talk.religion.misc,"Let me begin by saying I think this is the world's first religion to use
the net as its major recruitment medium.  Therefore, even if this
religion does not take off, its founding members will be very important
historically as this method of soliciting membership will eventually become 
common.

The basis of this religion is to apply various aspects of current conventional
morality to the characters in Genesis and Exodus but assume that the Bible's
accounts of the facts and historical events is correct.

For example,

Story of Adam and Eve:
Adam and Eve are in Garden of Eden naked and ignorant.  Have unlimited
supply of food provided, but no clothing, jobs, or knowledge.  God says
not to eat fruit of tree of knowledge.  They do anyway, then try to hide 
in bushes.  God finds them and forces them out of Garden.
(There are several different stories on what they were doing while naked in
the bushes that might have angered God.)

Traditional Philosophy:
1. The only reason you need knowledge or a job is to eat.  If someone else will
provide you with food, then you can be stupid and unemployed and it's OK. This
is why married women usually didn't work until recent decades.
2. Authority figures, such as God, whoever was behind the Vietnam War, Hitler 
and slaveowners, are always right and should be blindly followed without 
question by ordinary people, who can't make decisions for themselves.

Interpretation of events based on Traditional Philosophy:
They were not supposed to eat the fruit.  They should have done whatever God
told them to.  Like small children, they had their needs provided for and were
obligated to do whatever their ""Father"" said to.  Being forced to leave the 
Garden and work in order to obtain food was a punishment.

Lessons from Traditional Interpretation:
1.  Ignorance is good.  Knowledge is bad, but tempting.
2.  Having food provided for you for nothing (read ""welfare"") is ideal.  Get-
ting a job and feeding yourself with what you earn is punishment.
3.  Public nudity is good.  Covering up is bad.
4.  Authority figures are intrinsically right.  Normal people are dumb and 
should do whatever they are told without question.  They should not think for 
themselves.
5.  People in subordinate positions are especially obligated to refrain from
learning.  For example, it should be illegal for slaves to learn to read.

1990's philosophy:
1.  People should seek education and employment outside the home, unless
named ""Hillary Clinton"" or ""Murphy Brown"".
2.  People should use common sense.  They should not kill other people 
(binding of Issac, wars, Holocaust, etc.) just because they are told to.

Interpretation of events based on current philosophy:
They were supposed to eat the fruit.  God gave wanted them to seek knowledge
rather than be handed it on a silver platter.  Once they had gained knowledge
and (by seeking it) showed their ability to make mature decisions for them-
selves, they no longer needed to be treated like little children and were 
REWARDED by being allowed into the ""real world.""

Lessons from new interpretation:
1.  Ignorance is bad.  Knowledge is good, but must be sought.
2.  Having food provided for you for nothing (read ""welfare"") is at best
a temporary measure.  Getting a job and feeding yourself with what you earn
is ideal.
3.  Public nudity is bad.  Covering up is good.
4.  Authority figures are often wrong.  Normal people are intelligent and
should consider whether the instructions are really a good idea and ""alter
or abolish"" bad governments.  They should think for themselves.
5.  People in subordinate decisions are often discouraged from knowledge
but should seek it anyway, and all the harder.  For example, poor children 
without good schools should work especially hard in order to make a better
life for their children (and themselves).

I have tentatively named this new philosophy ""The Church of Eveism"" because
Eve's decision to eat the apple is man[sic]kind's first good decision, instead
of its first bad one, as traditionally believed.  She is therefore clearly
a protagonist.  God at first appears evil, for telling people not to seek 
knowledge but on deeper analysis is also a protagonist.  As God rewarded the
decision to defy him, and provided the tree in the first place, the intention
and desire were clearly to have the knowledge be obtained, but to delay it 
until it was actively sought.

---End serious discussion.  Begin humor.--

Save this post to disk (or file server).  Someday it will be considered the
most important writing since the 10 Commandments.  You want an original copy.

Stay tuned for the RFD on soc.religion.eveism...
Can I get a tax deduction for money I donate to this organization?

--Return to serious discussion when posting follow-ups.--"
640,alt.atheism,"
: Regardless of people's hidden motivations, the stated reasons for many
: wars include religion.  Of course you can always claim that the REAL
: reason was economics, politics, ethnic strife, or whatever.  But the
: fact remains that the justification for many wars has been to conquer
: the heathens.

: If you want to say, for instance, that economics was the chief cause
: of the Crusades, you could certainly make that point.  But someone
: could come along and demonstrate that it was REALLY something else, in
: the same manner you show that it was REALLY not religion.  You could
: in this manner eliminate all possible causes for the Crusades.
:         

Scott,

I don't have to make outrageous claims about religion's affecting and
effecting history, for the purpsoe of a.a, all I have to do point out
that many claims made here are wrong and do nothing to validate
atheism. At no time have I made any statement that religion was the
sole cause of anything, what I have done is point out that those who
do make that kind of claim are mistaken, usually deliberately. 

To credit religion with the awesome power to dominate history is to
misunderstand human nature, the function of religion and of course,
history. I believe that those who distort history in this way know
exaclty what they're doing, and do it only for affect."
641,talk.religion.misc,"





IF it were'nt for the sin of men, none of this killing would have been 
necesarry, He is KIND and LOVING, but also RIGHTEOUS, 
SIN MUST BE PUNISHED.

Before Jesus, man had to take the sins on himself.
But Jesus died and took it all upon Him, so now we also have a FORGIVING GOD."
642,alt.atheism,"
  More info please.  I'm not well exposed to these ideas.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea."
643,alt.atheism,"

Well, chimps must have some system.  They live in social groups
as we do, so they must have some ""laws"" dictating undesired behavior."
644,alt.atheism,"In <1qjahh$mrs@horus.ap.mchp.sni.de> frank@D012S658.uucp (Frank O'Dwyer) 






How do we measure truth, beauty, goodness, love, friendship, trust, honesty, 
etc.?  If things have no basis in objective fact then aren't we limited in what
we know to be true?  Can't we say that we can examples or instances of reason,
but cannot measure reason, or is that semantics?

MAC
--
****************************************************************
                                                    Michael A. Cobb
 ""...and I won't raise taxes on the middle     University of Illinois
    class to pay for my programs.""                 Champaign-Urbana
          -Bill Clinton 3rd Debate             cobb@alexia.lis.uiuc.edu"
645,talk.religion.misc,"Is it not the case that, in the eyes of the law, when someone is aware of
something and has the capability of taking action and does not, that individual
may be held responsible for that action?

Example: the driver of a getaway car may be held as an accomplice to murder.
	 The ""I didn't know"" defense spawned the ""ignorance of the law is no excuse""

When an individual is held as a material witness to a crime, is there a criminal
charge against the individual?  If not, on what grounds is the person imprisoned?
"
646,alt.atheism,"
That's not true.    I gave you two examples.   One was the rather
pevasive anti-semitism in German Christianity well before Hitler
arrived.   The other was the system of social ranks that were used
in Imperail Germany and Austria to distinguish Jews from the rest 
of the population.

Neither of these were very terrible in themselves, but both helped
to set a psychology in which the gradual disenfranchisement of Jews
was made easier."
647,alt.atheism,": 
: >> Please enlighten me.  How is omnipotence contradictory?
: 
: >By definition, all that can occur in the universe is governed by the rules
: >of nature. Thus god cannot break them. Anything that god does must be allowed
: >in the rules somewhere. Therefore, omnipotence CANNOT exist! It contradicts
: >the rules of nature.
: 
: Obviously, an omnipotent god can change the rules.

When you say, ""By definition"", what exactly is being defined;
certainly not omnipotence. You seem to be saying that the ""rules of
nature"" are pre-existant somehow, that they not only define nature but
actually cause it. If that's what you mean I'd like to hear your
further thoughts on the question."
648,alt.atheism,"

AHA! He admits it! He IS a moral relativist!

Keith, if you start wafffling on about how it is different for a human
to maul someone thrown into it's cage (so to speak), you'd better start
posting tome decent evidence or retract your 'I think there is an absolute
morality' blurb a few weeks ago.


The Desert Brat"
649,alt.atheism,"

I don't think we need to argue about this.


Yes, but also many people who are not trying to make government recognize
Christianity as the dominant religion in this country do no think
the motto infringes upon the rights of others who do not share their
beliefs.

And actually, I think that the government already does recognize that
Christianity is the dominant religion in this country.  I mean, it is.
Don't you realize/recognize this?

This isn't to say that we are supposed to believe the teachings of
Christianity, just that most people do.


If you agree with me, then what are we discussing?


No, but I hear quite a bit about Christmas, and little if anything about
Jesus.  Wouldn't this figure be more prominent if the holiday were really
associated to a high degree with him?  Or are you saying that the
association with Jesus is on a personal level, and that everyone thinks
about it but just never talks about it?

That is, can *you* prove that most people *do* associate Christmas
most importantly with Jesus?


I think the numbers *do* matter.  It takes a majority, or at least a
majority of those in power, to discriminate.  Doesn't it?"
650,alt.atheism,"

I assume you are posting to encourage comments - how much history has
Tony Campello read?  Not much it seems. 


It is good to hear that there are a few reasonable Christians about.
If only those christian ""scientists"" would take note.

(In Australia there is a very strong movement, a bunch of christian 
scientists who believe that every single event in the bible is exactly
true, and that there is a rational explanation for it all that can be justified
by using the laws of physics.  For example, there are a few chaps who are 
trying to prove that the age of the universe is 6000 years old, and that the
error in conventional calculations is the result of the fact that the speed 
light has been rapidly decaying over the years, and this has not been 
accounted for. :-] )


Or (of course), that he never existed, and the bible was a story, and was never 
intended to become a manifesto for a billion people.  Did Tony follow that one
up?


Millions of people have ""died for a lie"".  This  point is difficult to 
substantiate since it is not well defined (a great many religious arguments
work in that way), but consider the many Aztec warriors who sacrificed 
themselves to their gods in the belief that this act would bring them victory
of the Spanish invaders.  The list is endless.  The Aztecs lost, BTW.

  
That is perfectly reasonable, but it is not grounds for me (or anyone)
to become a christian.  More to the point, it does not add weight to
the claim that Jesus was the ""real thing"".



Have you ever seen a documentary about the rise of Nazi Germany?  More to the
point, did Tony mention this?  One could hardly call Werner Heisenberg and his
many colleagues  fools, or  illogical men, their support of Hitler was based 
(I presume) upon an emotional issue rather than a rational agreement with 
his principles.  Obviously my argument is invalid if Tony thought that Hitler
was sane....

 


Hmmm.... I don't think his arguments warrant the use of a ""Therefore...""


This is (unfortunately) what alot of religious discussions I have had with
people result in - quoting the bible.  The only reasonable way I think
people can look at the bible is to treat the stories as some sort of
metaphorical representation of the messages that the authors were trying to
present.  If someone tries to interpret parts of the bible literally, he or
she will end up in all sorts of shit.   

Tony's argument would be perfectly reasonable for people who believe
the events described in the bible took place, but to convince someone, 
who thinks the bible is total fiction, that Jesus is real by quoting the
book is totally pointless.  For example, in mathematics you cannot say ""a is
equal to b because a is equal to b"".

  


That would possibly explain why there have so many people being killed 
in religious wars, and why there are hundreds of different versions all
claiming to be correct.  

It 

I think if you posted this part to alt.religion you would get more flames
than here :-).  I have never really understood why the emotional sentiments
of a stranger should be of interest to other people. 

Someone famous said that there two evils in life, polititians and churchs, one
rules by fear of the living, the other by fear of the dead.  If I am pressed I
could probably find the exact quotation."
651,alt.atheism,"
Seems he didn't understand anything about realities, liar, lunatic
or the real thing is a very narrow view of the possibilities of Jesus
message.

Sigh, it seems religion makes your mind/brain filter out anything
that does not fit into your personal scheme. 

So anyone that thinks the possibilities with Jesus is bound to the
classical Lewis notion of 'liar, lunatic or saint' is indeed bound
to become a Christian.

Cheers,
Kent"
652,talk.religion.misc,"I recently read an article in a local paper written by an Islamic
  person who was upset with the way Islam has been portrayed by western media.
  When a terrorist action takes place in the middle east, it is always played
  up as an Islamic Terrorist.  However, when the a Serbian terrorist attacks
  the Croations, its not a Christian terrorist, its just a terrorist.
	I have often tried to explain this to some close friends who believe
  the press, that Islam is somehow tied to violence.  Often times you hear
  things like ""They just don't value human life like we do..."" and so on.
  I was wondering if anyone out there had any suggestions for how we can
  change this image, or how I can help my friends to see that this is just 
  hype.  I would appreciate any serious suggestions or comments via e-mail,
  and I'm not interested in hearing about how right the press is."
653,alt.atheism," 
: There are a couple of things about your post and others in this thread
: that are a little confusing. An atheist is one for whom all things can
: be understood as processes of nature - exclusively.

This definition does not include all atheists (see the FAQ). However,
I (for one) do think there is no need to invoke any divine or
spiritual explanations. 

It makes a big difference to claim that all things can be understood
as natural processes, and to claim that our observations do not
require us to postulate any divine intervention, or anything spiritual,
for that matter. Humans are not omnipotent, and neither is science.
However, science has one advantage theology doesn't: it is self-
correcting, with nature as its judge. 

It is delightful to see how scientific inquiry is revealing a self-
consistent, simple picture of our universe. Science is no longer
a bunch of separate branches, it is one. From particle physics to
psychology. And no aspect of our life, or our universe, is safe
from its stern and stony eye. Not even our consciousness.

 There is no need
: for any recourse to Divnity to describe or explain anything. There is
: no purpose or direction for any event beyond those required by
: physics, chemistry, biology, etc.; everything is random, nothing is
: determnined.

Actually, determinism vs. indeterminism is a philosophical question,
and science cannot say whether the whole thing is actually somehow
superdeterministic or not. I think the question does not have
any meaning, as far as individual human beings go. If their apparent
free will is an illusion, it does not appear to be so from their
perspective. Bill, can you say _for sure_ whether you have a free
will or not? 

: This would also have to include human intelligence of course and all
: its products. There is nothing requiring that life evolve or that it
: acquire intelligence, it's just a happy accident.

Maybe. Who are we to tell? It seems intelligence is useful - when
during the history of Earth has _one species_ been able to control
one third of the whole biosphere? This can still be a result of 
numerous happy accidents our genetic machinery blindly replicates
and preserves. Even that machinery can be result of the same
principle - only the systems that can start replicating will
survive, those which don't don't make it. (Recommended reading: t.o)

: For an atheist, no
: event can be preferred to another or be said to have more or less
: value than another in any naturalistic sense, and no thought -about-
: an event can have value. 

From whose perspective? I value events and things subjectively, from
my perspective. Nature does not have values, because it does not have
a perspective - values arise from awareness. If I have a subjective
perspective, it is easy to assume that other people also do, and if
I think about what it would it be like in their position, I will
eventually discover the Golden Rule. Morality is not necessarily
a gift from heavens, in fact, it may be a product of evolution.
Perhaps we are aware of ourselves because a sense of identity
is helpful, allows us to play the roles of others and make us respect
others who seem to have identity, too. 

Bill, have you ever read Aristotle? Try his Ethica Nikomakhea (sp.)
for starters.

: How then can an atheist judge value? What is the basis for criticizing
: the values ennumerated in the Bible or the purposes imputed to God? On
: what grounds can the the behavior of the reliogious be condemned? It
: seems that, in judging the values that motivate others to action, you
: have to have some standard against which conduct is measured, but what
: in nature can serve that purpose? What law of nature can you invoke to
: establish your values.

C.S. Lewis tells us that this argument was the main reason why
he abandoned his atheism and became Christian. The argument is
severely flawed.

Some values, such as the Golden Rule, can have a rational basis. Some
others, like the basic idea of wanting to live, has probably its
roots in the way our brains are wired. Lewis ignored the very real
possiblity that natural selection could also favour altruistic
behaviour, and morality as well. Indeed, as humans evolved better
and better in building and using tools, they also became better
at killing each other. It is a logical necessity that evolution could
only favour those who knew how to use tools, but not against one's
own people.

The Bible reveals quite nicely that the morality of the early Jews
was not beyond this. A simple set of rules to hold the people
together, under one god. Their god did not care much about people
of other nations. 

At the time of the NT, things were quite different - the Jews
were under rule of an _empire_, and could no longer simply ignore
the Gentiles. A new situation required a new morality, and along
with it a new religion was born. (A mutation in a meme pool.)

: Since every event is entirely and exclusively a physical event, what
: difference could it possibly make what -anyone- does, religious or
: otherwise, there can be no -meaning- or gradation of value. The only
: way an atheist can object to -any- behaviour is to admit that the
: objection is entirely subjective and that he(she) just doesn't like it
: - that's it. Any value judgement must be prefaced by the disclaimer
: that it is nothing more than a matter of personal opinion and carries
: no weight in any ""absolute"" sense.

It looks like you haven't bothered to read philosophy. Whenever there
is an observer, there is a subjective point of view, which may 
value its existence and happiness (even if that were just a result
of some physical event), and other's happiness, too, if the observer
comes to think about it. In an absolutely objective sense, that is,
without any observers or subjects, moral judgments lose their
meaning. 

It is not possible for a value to simply exist without a point of
view. This includes gods, too, their values are only _their_ 
personal judgments, not absolute truths, since such truths
do not exist. 

The fact that most people do not deliberately want to hurt others
is a manifestation of the way we have fought for our existence
by becoming social beings who can think and value others'
existence.

Morality is not property of humans alone - chimps, dolphins and
many other species show great care for each other. Dolphins have
sometimes saved humans from drowning, a good deed indeed. 

: That you don't like what God told people to do says nothing about God
: or God's commands, it says only that there was an electrical event in your
: nervous system that created an emotional state that your mind coupled
: with a pre-existing thought-set to form that reaction. That your
: objections -seem- well founded is due to the way you've been
: conditioned; there is no ""truth"" content. The whole of your
: intellectual landscape is an illusion, a virtual reality.

The last statement does not logically follow. In fact, there is
every reason to believe our thoughts can model reality very
well, and our senses can convey reliable information. Solipsism
is still a logical possibility, but not a very likely one.

You are continuously mixing two different views: the subjective
point of view (which we all share) and an objective point of view,
_which does not exist_. Any observer or thinker, any personal being,
has its own point of view. It does not matter whether this point
of view is a result of some physical events or not, it does not
cease to be subjective. 

From a non-observers non-point of view, values do not exist. Neither
does pain, or pleasure, or beauty, or love. Such things are 
inherently subjective. 

Once again, if god wants wives to submit to their husbands, or even
to make a leap of faith into the unknown, or wants to punish us if
we don't, I disagree with his morals. I do not think my morals come
from any supreme being - to remove my morals means the same than
to make me a zombie, a machine without a single thought. If god
gave us morality to judge, but I disagree with him, it is not my
fault. He is free to replace my morals. I cannot see what is the
point of giving someone a moral system which disagrees with one's
own and then to get mad at this. 

God must be schizophrenic.

: All of this being so, you have excluded
: yourself from any discussion of values, right, wrong, goood, evil,
: etc. and cannot participate. Your opinion about the Bible can have no
: weight whatsoever.

Neither can the opinion of any god, for that matter. I cannot understand
why a subjective opinion of a thing made of matter is in any way
less credible than an opinion of a thing made of something else.

Bill, take note: Absolute values must be independent of _any_ being,
_including_ gods. If god has a subjective viewpoint, it is his
own point of view, and his morals are his own. 

Petri
"
